application_id,company_experience_years,previous_similar_projects,total_employees,engineers_count,machinery_count,offered_budget_MAD,estimated_budget_MAD,budget_difference_ratio,proposed_duration_days,total_length_km,road_width_m,lanes,category,road_class,terrain_type,soil_type,slope,compliance_issues_count,technical_score,financial_score,is_fraudulent
2563,6,4,95,1,3,120500000,125000000,-0.036,394,78,7,2,Regional,Secondary,Coastal,Sandy,High,0,76.54,100.0,0
7290,23,3,254,4,8,1624000000,1085000000,0.4968,1024,195,14,4,Autoroute,Primary,Flat,Sandy,Low,2,34.82,66.81,1
5609,7,4,196,2,8,20000000,19000000,0.0526,161,37,3,1,Provincial,Secondary,Flat,Sandy,High,0,75.37,95.0,0
7017,5,7,937,7,23,1553000000,1017000000,0.527,521,122,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,2,31.78,65.49,1
3059,23,4,947,14,25,316500000,322000000,-0.0171,731,152,7,2,National,Primary,Desert,Rocky,High,1,99.15,100.0,0
3324,27,6,430,6,11,334000000,348000000,-0.0402,477,121,7,2,National,Primary,Mountainous,Clay,Low,0,83.03,100.0,0
5735,22,5,587,8,25,613000000,597500000,0.0259,652,168,7,2,National,Primary,Mountainous,Clay,High,0,73.26,97.47,0
5455,24,7,609,5,34,299500000,304500000,-0.0164,597,238,7,2,Regional,Secondary,Desert,Rocky,Moderate,0,83.61,100.0,0
8764,6,5,787,14,19,345500000,242000000,0.4277,373,145,7,2,Regional,Secondary,Mixed,Rocky,Low,2,38.34,70.04,1
665,14,9,602,4,23,1291500000,1284000000,0.0058,1271,228,14,4,Autoroute,Primary,Desert,Clay,Moderate,0,71.71,99.42,0
601,28,5,909,16,32,1245500000,1173500000,0.0614,619,183,14,4,Autoroute,Primary,Flat,Sandy,High,1,94.54,94.22,0
9672,21,9,402,4,23,45000000,88500000,-0.4915,556,163,3,1,Provincial,Secondary,Coastal,Clay,High,2,50.42,100.0,1
9295,6,5,328,5,14,593500000,452000000,0.3131,730,196,7,2,National,Primary,Flat,Rocky,Moderate,2,30.5,76.16,1
9930,28,3,728,3,26,616500000,434000000,0.4205,294,92,14,4,National,Primary,Desert,Rocky,High,2,30.91,70.4,1
436,7,3,772,7,22,79000000,77500000,0.0194,321,104,3,1,Provincial,Secondary,Mountainous,Sandy,Moderate,0,89.61,98.1,0
2295,16,5,961,5,33,58500000,64000000,-0.0859,858,187,3,1,Provincial,Secondary,Mixed,Sandy,Low,0,89.57,100.0,0
2809,29,9,413,3,15,274500000,285500000,-0.0385,513,195,7,2,Regional,Secondary,Desert,Sandy,Low,1,89.1,100.0,0
673,19,5,707,3,41,822500000,888500000,-0.0743,332,130,14,4,Autoroute,Primary,Mixed,Clay,Moderate,0,96.11,100.0,0
5876,18,8,829,11,26,106500000,105500000,0.0095,747,173,3,1,Provincial,Secondary,Mountainous,Rocky,High,0,74.93,99.06,0
2969,5,4,109,1,4,48500000,50000000,-0.03,488,93,3,1,Provincial,Secondary,Coastal,Sandy,High,0,91.15,100.0,0
3461,15,8,929,6,19,475500000,511000000,-0.0695,860,170,7,2,National,Primary,Coastal,Sandy,Moderate,0,75.23,100.0,0
7024,8,4,822,15,52,1049000000,1586000000,-0.3386,650,222,14,4,Autoroute,Primary,Desert,Sandy,High,3,35.25,100.0,1
1299,18,6,418,4,14,533000000,486000000,0.0967,359,66,14,4,Autoroute,Primary,Flat,Sandy,High,0,89.02,91.18,0
8768,18,3,970,7,10,189500000,134500000,0.4089,514,131,3,1,Regional,Secondary,Mountainous,Sandy,Low,3,49.1,70.98,1
6073,24,6,594,5,31,550000000,511000000,0.0763,679,203,7,2,National,Primary,Coastal,Clay,Low,0,88.17,92.91,0
3617,17,6,704,13,30,202500000,200000000,0.0125,1075,209,3,1,Regional,Secondary,Coastal,Rocky,High,1,73.48,98.77,0
5258,18,3,688,7,34,110500000,112000000,-0.0134,593,246,3,1,Provincial,Secondary,Desert,Rocky,Low,1,94.45,100.0,0
14,26,5,710,3,13,1178500000,1138000000,0.0356,829,190,14,4,Autoroute,Primary,Desert,Clay,Moderate,0,71.22,96.56,0
7643,8,3,562,9,30,609000000,425000000,0.4329,1055,200,7,2,Regional,Secondary,Coastal,Sandy,High,3,35.75,69.79,1
885,8,7,689,4,13,308500000,299500000,0.0301,424,150,7,2,Regional,Secondary,Mountainous,Clay,Moderate,1,82.11,97.08,0
4646,23,9,611,3,32,103000000,103000000,0.0,721,214,3,1,Provincial,Secondary,Coastal,Rocky,Moderate,0,95.26,100.0,0
7981,8,9,979,14,12,183000000,128000000,0.4297,1202,202,3,1,Regional,Secondary,Flat,Rocky,High,2,42.9,69.95,1
4058,4,3,182,1,5,102000000,104500000,-0.0239,122,51,7,2,Regional,Secondary,Coastal,Sandy,High,0,82.36,100.0,0
8179,21,8,840,15,30,662500000,448000000,0.4788,1087,203,7,2,National,Primary,Mountainous,Rocky,Low,2,44.93,67.62,1
9513,19,7,607,11,38,62500000,119500000,-0.477,371,166,3,1,Regional,Secondary,Flat,Clay,High,3,37.62,100.0,1
5778,20,8,302,4,13,101500000,96500000,0.0518,767,187,3,1,Provincial,Secondary,Mixed,Sandy,Moderate,0,90.43,95.07,0
8827,25,4,392,6,7,37500000,71000000,-0.4718,585,111,3,1,Provincial,Secondary,Flat,Clay,Moderate,3,44.11,100.0,1
5243,16,5,228,3,13,93500000,86500000,0.0809,104,40,7,2,National,Primary,Desert,Clay,Low,0,70.34,92.51,0
1343,25,9,229,4,14,154500000,159500000,-0.0313,452,155,7,2,Regional,Secondary,Flat,Sandy,Low,0,81.94,100.0,0
9469,24,5,654,8,30,79000000,126500000,-0.3755,1210,242,3,1,Provincial,Secondary,Desert,Sandy,Moderate,2,32.38,100.0,1
6239,8,3,89,1,4,55000000,57500000,-0.0435,193,88,3,1,Provincial,Secondary,Coastal,Rocky,Moderate,0,99.49,100.0,0
496,1,2,96,1,4,37500000,36000000,0.0417,107,36,3,1,Regional,Secondary,Coastal,Rocky,Moderate,0,89.44,96.0,0
3320,3,2,62,1,3,65000000,67000000,-0.0299,202,70,3,1,Regional,Secondary,Coastal,Sandy,High,0,92.38,100.0,0
6834,12,4,456,5,12,137000000,144000000,-0.0486,110,52,7,2,National,Primary,Flat,Sandy,High,0,95.19,100.0,0
9589,20,3,522,9,29,88500000,157000000,-0.4363,286,62,7,2,National,Primary,Mixed,Rocky,High,3,41.31,100.0,1
6310,12,9,873,14,53,993000000,990000000,0.003,571,193,14,4,National,Primary,Mountainous,Clay,Moderate,0,93.96,99.7,0
6472,7,2,61,1,3,25500000,23500000,0.0851,354,60,3,1,Provincial,Secondary,Flat,Sandy,High,0,93.61,92.16,0
1577,8,9,491,5,26,1955000000,1922500000,0.0169,652,237,14,4,Autoroute,Primary,Mountainous,Sandy,High,0,83.86,98.34,0
4438,4,0,163,2,7,133000000,131500000,0.0114,376,77,7,2,Regional,Secondary,Desert,Sandy,High,0,79.45,98.87,0
2435,15,4,674,3,7,618000000,677500000,-0.0878,232,113,14,4,National,Primary,Mountainous,Sandy,Low,0,98.7,100.0,0
3863,23,9,368,6,12,709500000,750500000,-0.0546,409,127,14,4,National,Primary,Coastal,Clay,Moderate,0,92.37,100.0,0
5230,20,9,297,3,13,66500000,67000000,-0.0075,393,123,3,1,Provincial,Secondary,Desert,Clay,Low,0,73.92,100.0,0
6227,23,6,548,6,18,468000000,518000000,-0.0965,183,62,14,4,Autoroute,Primary,Mountainous,Sandy,High,0,73.04,100.0,0
1575,16,9,418,3,18,914500000,986000000,-0.0725,627,125,14,4,Autoroute,Primary,Coastal,Rocky,High,0,87.84,100.0,0
4967,19,3,372,6,10,384500000,372000000,0.0336,573,120,7,2,National,Primary,Desert,Clay,High,1,79.08,96.75,0
9712,14,3,360,6,14,315000000,234500000,0.3433,818,170,7,2,Regional,Secondary,Desert,Clay,Low,3,35.91,74.44,1
9892,16,6,796,10,44,1904000000,1393000000,0.3668,1107,231,14,4,Autoroute,Primary,Coastal,Clay,Low,3,40.62,73.16,1
1095,9,0,155,1,6,45000000,43500000,0.0345,174,62,3,1,Regional,Secondary,Coastal,Rocky,Moderate,0,91.1,96.67,0
140,9,1,54,1,3,180500000,171500000,0.0525,349,79,7,2,Regional,Secondary,Mountainous,Clay,Moderate,1,84.61,95.01,0
3792,21,9,220,3,13,550000000,525500000,0.0466,464,211,7,2,National,Primary,Coastal,Clay,High,1,76.82,95.55,0
7717,8,6,920,14,29,126500000,79500000,0.5912,362,133,3,1,Provincial,Secondary,Mixed,Sandy,Moderate,2,33.6,62.85,1
2828,11,5,508,3,11,105000000,105000000,0.0,582,239,3,1,Provincial,Secondary,Mixed,Sandy,Moderate,0,87.46,100.0,0
5160,6,6,474,3,9,238000000,253000000,-0.0593,220,51,14,4,National,Primary,Mountainous,Sandy,Low,0,96.61,100.0,0
9761,27,5,545,4,28,541500000,809500000,-0.3311,438,137,14,4,Autoroute,Primary,Flat,Clay,Moderate,3,37.47,100.0,1
5721,12,3,852,8,39,391500000,362000000,0.0815,1103,203,7,2,Regional,Secondary,Mixed,Rocky,High,0,79.63,92.46,0
130,29,4,875,12,37,145000000,146000000,-0.0068,1150,210,3,1,Provincial,Secondary,Mountainous,Clay,High,0,77.06,100.0,0
8769,19,4,331,4,16,996500000,635500000,0.5681,595,201,7,2,National,Primary,Mixed,Clay,High,3,46.75,63.77,1
7992,25,8,645,7,41,129500000,256500000,-0.4951,512,120,7,2,National,Primary,Mixed,Sandy,Low,2,45.77,100.0,1
3541,28,4,556,5,27,112000000,111500000,0.0045,296,123,3,1,Regional,Secondary,Desert,Clay,High,0,74.86,99.55,0
2166,24,6,760,8,6,133000000,136500000,-0.0256,1181,200,3,1,Provincial,Secondary,Coastal,Rocky,Low,0,83.18,100.0,0
9551,2,3,76,1,3,164000000,124000000,0.3226,376,99,7,2,Regional,Secondary,Mixed,Sandy,Low,2,35.95,75.61,1
7087,26,3,230,3,13,91000000,136000000,-0.3309,217,80,7,2,National,Primary,Flat,Rocky,Low,3,48.36,100.0,1
6517,25,8,700,7,6,111500000,107000000,0.0421,376,145,3,1,Regional,Secondary,Coastal,Clay,High,1,89.24,95.96,0
4251,18,8,768,9,6,248000000,269000000,-0.0781,168,83,7,2,National,Primary,Coastal,Sandy,High,0,70.77,100.0,0
9444,22,4,215,3,10,1363000000,861000000,0.583,513,141,14,4,Autoroute,Primary,Desert,Clay,Low,2,49.65,63.17,1
9986,23,5,961,3,9,1867000000,1195000000,0.5623,946,231,14,4,National,Primary,Mixed,Rocky,Moderate,2,44.88,64.01,1
3866,26,5,210,3,7,91500000,88000000,0.0398,740,129,3,1,Provincial,Secondary,Mountainous,Sandy,Low,0,83.52,96.17,0
8332,16,4,942,13,41,361000000,565500000,-0.3616,982,192,7,2,National,Primary,Flat,Rocky,High,3,42.93,100.0,1
7573,25,6,309,3,5,168500000,293500000,-0.4259,875,163,7,2,Regional,Secondary,Coastal,Rocky,High,2,36.99,100.0,1
8115,4,4,95,1,4,60000000,46000000,0.3043,358,86,3,1,Regional,Secondary,Desert,Rocky,Low,3,34.53,76.67,1
9474,29,9,649,10,23,67500000,101000000,-0.3317,377,186,3,1,Provincial,Secondary,Mixed,Sandy,Moderate,2,48.69,100.0,1
1098,20,8,895,10,11,288000000,266500000,0.0807,605,146,7,2,Regional,Secondary,Mountainous,Sandy,High,0,94.13,92.53,0
4942,11,3,987,6,25,501000000,456500000,0.0975,713,221,7,2,National,Primary,Coastal,Rocky,Moderate,0,81.84,91.12,0
2724,25,4,628,7,16,72500000,78000000,-0.0705,262,103,3,1,Regional,Secondary,Flat,Clay,Low,1,78.56,100.0,0
1578,7,1,79,1,4,58000000,62000000,-0.0645,395,86,3,1,Provincial,Secondary,Mountainous,Rocky,Low,0,74.23,100.0,0
7891,16,7,377,5,22,210000000,140000000,0.5,787,150,3,1,Provincial,Secondary,Mountainous,Clay,High,2,35.19,66.67,1
2758,7,8,895,10,44,1065000000,1063500000,0.0014,471,231,14,4,National,Primary,Mountainous,Rocky,Low,1,76.59,99.86,0
581,9,3,105,1,3,54500000,55500000,-0.018,159,67,3,1,Provincial,Secondary,Mountainous,Sandy,High,0,79.62,100.0,0
7647,21,8,521,8,28,162500000,119000000,0.3655,768,150,3,1,Regional,Secondary,Flat,Clay,Low,3,46.36,73.23,1
3858,12,5,563,8,22,168500000,155500000,0.0836,705,190,3,1,Regional,Secondary,Mixed,Sandy,Moderate,0,72.48,92.28,0
1062,2,0,95,1,4,14500000,15000000,-0.0333,96,36,3,1,Provincial,Secondary,Coastal,Rocky,Low,0,88.85,100.0,0
3948,14,9,996,4,47,380000000,364000000,0.044,708,166,7,2,National,Primary,Coastal,Rocky,Low,0,96.83,95.79,0
7018,27,7,873,12,21,137000000,103000000,0.3301,455,113,3,1,Regional,Secondary,Flat,Clay,High,3,30.56,75.18,1
8107,27,3,827,14,44,111000000,84000000,0.3214,711,188,3,1,Provincial,Secondary,Coastal,Sandy,Low,3,47.58,75.68,1
7878,21,5,244,4,9,632000000,423000000,0.4941,685,211,7,2,National,Primary,Flat,Sandy,High,3,45.35,66.93,1
5430,13,9,741,11,27,1631000000,1756000000,-0.0712,1272,218,14,4,Autoroute,Primary,Mountainous,Rocky,High,1,92.17,100.0,0
9972,14,8,405,6,6,753000000,1109500000,-0.3213,531,146,14,4,Autoroute,Primary,Mountainous,Sandy,Moderate,3,54.77,100.0,1
318,13,9,934,12,25,245000000,244000000,0.0041,428,203,7,2,Regional,Secondary,Desert,Clay,Low,0,73.47,99.59,0
6494,12,4,361,4,23,1533000000,1482500000,0.0341,611,219,14,4,Autoroute,Primary,Desert,Clay,Moderate,0,88.18,96.71,0
1245,25,3,519,6,33,191000000,209000000,-0.0861,1003,233,3,1,Regional,Secondary,Mixed,Sandy,High,0,87.67,100.0,0
9584,19,3,276,3,7,636500000,454500000,0.4004,397,72,14,4,Autoroute,Primary,Mountainous,Sandy,Low,3,48.11,71.41,1
9323,23,8,743,10,9,937000000,1853500000,-0.4945,504,236,14,4,Autoroute,Primary,Coastal,Rocky,High,2,30.39,100.0,1
1671,11,9,781,10,38,963000000,924500000,0.0416,731,183,14,4,Autoroute,Primary,Flat,Sandy,Low,0,85.09,96.0,0
3686,25,6,437,4,14,1551500000,1631500000,-0.049,980,220,14,4,Autoroute,Primary,Mountainous,Sandy,Low,0,76.84,100.0,0
2824,19,4,424,6,9,492500000,514000000,-0.0418,1016,187,7,2,National,Primary,Coastal,Clay,Low,0,75.19,100.0,0
6012,23,9,371,5,13,1047500000,971500000,0.0782,781,183,14,4,Autoroute,Primary,Flat,Rocky,Moderate,0,75.79,92.74,0
7606,5,0,79,1,4,115000000,78500000,0.465,188,41,7,2,Regional,Secondary,Coastal,Clay,Moderate,3,38.96,68.26,1
6818,13,3,468,4,24,2048000000,1957500000,0.0462,983,241,14,4,Autoroute,Primary,Mixed,Sandy,High,0,79.68,95.58,0
9564,21,4,763,4,41,87500000,155500000,-0.4373,641,163,3,1,Regional,Secondary,Mountainous,Sandy,Low,2,39.91,100.0,1
7005,18,9,760,4,27,123000000,82000000,0.5,622,135,3,1,Provincial,Secondary,Mountainous,Clay,High,2,30.14,66.67,1
8563,14,8,776,6,46,170500000,128000000,0.332,730,153,3,1,Regional,Secondary,Desert,Rocky,High,3,32.11,75.07,1
4509,21,6,211,3,8,1002000000,943000000,0.0626,462,129,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,76.44,94.11,0
3154,20,8,230,3,5,1087000000,1085000000,0.0018,913,214,14,4,Autoroute,Primary,Flat,Clay,Low,0,97.28,99.82,0
3433,12,3,585,3,33,195500000,195500000,0.0,472,87,7,2,National,Primary,Desert,Rocky,Low,0,99.07,100.0,0
4249,28,9,436,3,7,617000000,635000000,-0.0283,495,228,7,2,National,Primary,Desert,Clay,High,1,81.54,100.0,0
2683,6,3,132,1,5,11000000,12000000,-0.0833,137,31,3,1,Provincial,Secondary,Flat,Clay,Moderate,0,88.67,100.0,0
7475,20,3,313,3,10,405000000,279500000,0.449,623,145,7,2,Regional,Secondary,Mixed,Rocky,Moderate,2,46.37,69.01,1
815,13,6,318,3,19,1254000000,1143000000,0.0971,786,156,14,4,Autoroute,Primary,Flat,Rocky,High,0,89.02,91.15,0
6253,5,1,46,1,3,69500000,75500000,-0.0795,188,49,7,2,Regional,Secondary,Flat,Clay,High,0,94.17,100.0,0
4470,1,2,123,1,4,61000000,67500000,-0.0963,462,79,3,1,Provincial,Secondary,Mountainous,Clay,High,1,84.47,100.0,0
3735,24,3,484,6,8,257500000,252500000,0.0198,681,146,7,2,Regional,Secondary,Mixed,Clay,Low,0,81.17,98.06,0
9316,13,7,286,3,17,59000000,102000000,-0.4216,959,166,3,1,Provincial,Secondary,Desert,Sandy,High,3,33.49,100.0,1
4082,11,8,813,12,12,1346000000,1331000000,0.0113,466,220,14,4,Autoroute,Primary,Desert,Clay,Moderate,0,94.08,98.89,0
4493,23,5,913,17,54,262500000,259000000,0.0135,1223,241,3,1,Regional,Secondary,Mountainous,Sandy,High,0,99.86,98.67,0
2126,24,9,374,4,17,615500000,630000000,-0.023,488,236,7,2,National,Primary,Mixed,Clay,Moderate,0,76.86,100.0,0
9726,11,4,587,5,14,318500000,239500000,0.3299,786,174,7,2,Regional,Secondary,Flat,Rocky,High,3,47.08,75.2,1
8814,24,4,532,6,23,76000000,123000000,-0.3821,950,182,3,1,Provincial,Secondary,Mountainous,Rocky,Moderate,2,37.76,100.0,1
2973,6,3,34,1,4,29500000,32500000,-0.0923,502,86,3,1,Provincial,Secondary,Coastal,Clay,Moderate,0,73.8,100.0,0
1933,13,8,330,3,13,1710500000,1870000000,-0.0853,903,239,14,4,Autoroute,Primary,Desert,Clay,High,0,97.08,100.0,0
2640,9,7,224,4,9,1632500000,1652500000,-0.0121,927,235,14,4,Autoroute,Primary,Desert,Sandy,High,0,96.52,100.0,0
3655,27,6,255,4,12,49500000,49500000,0.0,463,121,3,1,Provincial,Secondary,Mixed,Rocky,Low,0,78.85,100.0,0
4135,5,3,76,1,3,90000000,85000000,0.0588,359,90,3,1,Regional,Secondary,Mountainous,Sandy,Moderate,0,89.66,94.44,0
9556,25,3,815,7,31,95500000,148000000,-0.3547,439,178,3,1,Provincial,Secondary,Coastal,Rocky,High,2,47.51,100.0,1
9213,11,5,692,8,29,1483500000,1066500000,0.391,610,147,14,4,Autoroute,Primary,Desert,Rocky,High,2,37.11,71.89,1
2586,18,3,240,4,15,522000000,498500000,0.0471,496,183,7,2,National,Primary,Mountainous,Rocky,High,0,96.37,95.5,0
9098,15,7,965,4,36,2348500000,1640500000,0.4316,848,233,14,4,Autoroute,Primary,Flat,Sandy,High,3,47.72,69.85,1
3644,20,3,270,4,7,98500000,105000000,-0.0619,922,170,3,1,Regional,Secondary,Flat,Rocky,Low,0,83.95,100.0,0
1286,21,4,741,9,16,368000000,384500000,-0.0429,316,58,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,0,72.07,100.0,0
6263,27,9,794,4,11,126500000,128000000,-0.0117,643,194,3,1,Regional,Secondary,Flat,Rocky,High,0,89.94,100.0,0
9734,22,4,545,4,21,166500000,111000000,0.5,738,142,3,1,Regional,Secondary,Desert,Rocky,Low,3,35.31,66.67,1
2056,25,4,748,5,42,129000000,118000000,0.0932,189,35,7,2,National,Primary,Coastal,Clay,High,0,90.51,91.47,0
7133,17,4,685,3,7,284500000,424000000,-0.329,632,188,7,2,National,Primary,Mixed,Clay,Low,3,50.42,100.0,1
9728,21,6,405,4,18,155000000,100000000,0.55,889,151,3,1,Provincial,Secondary,Mountainous,Rocky,High,3,45.76,64.52,1
1265,22,5,602,5,8,854000000,857000000,-0.0035,761,127,14,4,Autoroute,Primary,Desert,Sandy,Moderate,0,80.5,100.0,0
4482,5,8,285,3,16,301000000,327000000,-0.0795,796,232,7,2,Regional,Secondary,Flat,Rocky,High,0,81.8,100.0,0
6988,17,7,205,3,12,2018500000,1851500000,0.0902,585,203,14,4,Autoroute,Primary,Mountainous,Rocky,High,0,92.47,91.73,0
6172,7,4,329,5,17,248500000,234500000,0.0597,354,95,7,2,National,Primary,Mixed,Rocky,Moderate,0,99.08,94.37,0
8867,5,5,533,6,7,108500000,77500000,0.4,1050,217,3,1,Provincial,Secondary,Desert,Sandy,Moderate,3,48.63,71.43,1
3522,21,6,466,8,19,562500000,522000000,0.0776,402,95,14,4,National,Primary,Mountainous,Sandy,Moderate,1,95.66,92.8,0
9133,17,5,996,9,33,518500000,958000000,-0.4588,956,186,14,4,National,Primary,Mountainous,Sandy,Low,3,51.37,100.0,1
402,12,4,264,4,14,381000000,373000000,0.0214,355,60,14,4,Autoroute,Primary,Coastal,Clay,Low,0,94.09,97.9,0
4413,4,4,46,1,3,32000000,32000000,0.0,259,44,3,1,Provincial,Secondary,Mixed,Sandy,Moderate,0,88.44,100.0,0
325,6,1,143,1,3,190000000,184000000,0.0326,551,99,7,2,Regional,Secondary,Coastal,Clay,Moderate,0,83.32,96.84,0
9812,24,3,436,6,16,55500000,81000000,-0.3148,1104,245,3,1,Provincial,Secondary,Flat,Rocky,Low,3,43.66,100.0,1
873,17,9,544,4,34,264000000,283000000,-0.0671,173,40,14,4,Autoroute,Primary,Mixed,Rocky,High,0,74.35,100.0,0
2396,16,7,302,3,15,338000000,318500000,0.0612,737,233,7,2,Regional,Secondary,Desert,Sandy,Low,0,71.34,94.23,0
3557,6,1,35,1,3,35500000,34500000,0.029,313,80,3,1,Provincial,Secondary,Flat,Sandy,Low,0,83.59,97.18,0
4149,17,6,483,7,6,154000000,163500000,-0.0581,776,211,3,1,Regional,Secondary,Desert,Rocky,Low,0,84.26,100.0,0
5854,13,5,627,3,34,1006000000,1048500000,-0.0405,656,133,14,4,Autoroute,Primary,Coastal,Clay,High,0,73.45,100.0,0
9359,6,2,80,1,4,33000000,22000000,0.5,152,41,3,1,Provincial,Secondary,Mountainous,Clay,High,2,39.94,66.67,1
554,14,5,653,6,28,110500000,121500000,-0.0905,915,207,3,1,Provincial,Secondary,Flat,Clay,Moderate,0,72.6,100.0,0
2477,7,4,30,1,3,73500000,76500000,-0.0392,364,99,3,1,Regional,Secondary,Flat,Sandy,Moderate,1,89.91,100.0,0
2078,17,7,848,14,46,270000000,293000000,-0.0785,570,133,7,2,National,Primary,Flat,Sandy,Moderate,0,84.64,100.0,0
6669,4,3,77,1,4,60500000,58000000,0.0431,158,32,7,2,Regional,Secondary,Mixed,Rocky,High,0,87.59,95.87,0
9884,29,4,895,7,32,122500000,202000000,-0.3936,608,246,3,1,Regional,Secondary,Desert,Rocky,Moderate,2,30.32,100.0,1
1723,14,6,574,7,11,319000000,317000000,0.0063,738,221,7,2,Regional,Secondary,Mixed,Rocky,Low,0,83.47,99.37,0
4208,6,0,96,1,4,36000000,33500000,0.0746,208,37,3,1,Regional,Secondary,Mountainous,Rocky,Low,0,96.59,93.06,0
6017,10,7,691,3,8,472000000,476500000,-0.0094,385,77,14,4,Autoroute,Primary,Mixed,Clay,Low,0,76.89,100.0,0
6163,18,6,438,6,9,245000000,225000000,0.0889,683,131,7,2,National,Primary,Flat,Clay,Low,0,78.6,91.84,0
924,6,8,726,6,38,408500000,371500000,0.0996,775,147,7,2,National,Primary,Desert,Clay,High,0,73.94,90.94,0
9910,21,9,954,18,43,1417000000,2190500000,-0.3531,568,232,14,4,Autoroute,Primary,Mountainous,Rocky,High,3,53.36,100.0,1
367,18,7,526,9,11,58000000,64000000,-0.0938,714,156,3,1,Provincial,Secondary,Desert,Sandy,High,0,86.24,100.0,0
182,6,4,86,1,3,44500000,42000000,0.0595,231,79,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,0,97.11,94.38,0
3639,27,8,881,12,15,930500000,860500000,0.0813,648,122,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,0,74.71,92.48,0
4620,11,9,551,7,18,383000000,362500000,0.0566,1319,234,7,2,Regional,Secondary,Mixed,Clay,Low,0,76.45,94.65,0
1907,11,4,354,6,7,52000000,54000000,-0.037,552,152,3,1,Provincial,Secondary,Desert,Rocky,Low,0,73.57,100.0,0
6469,21,4,443,7,15,168000000,180500000,-0.0693,160,59,7,2,National,Primary,Mixed,Sandy,High,0,81.63,100.0,0
3788,29,6,744,6,20,134000000,142500000,-0.0596,1298,239,3,1,Provincial,Secondary,Desert,Clay,High,0,77.57,100.0,0
2864,26,4,553,9,24,215500000,234000000,-0.0791,230,59,14,4,National,Primary,Coastal,Clay,Low,0,82.27,100.0,0
2441,15,7,596,10,32,201500000,203000000,-0.0074,789,184,7,2,Regional,Secondary,Flat,Rocky,Moderate,0,86.47,100.0,0
3670,25,9,810,10,51,1406000000,1404500000,0.0011,673,199,14,4,Autoroute,Primary,Mountainous,Sandy,Moderate,1,84.96,99.89,0
8861,20,4,782,9,29,147000000,101500000,0.4483,1230,210,3,1,Provincial,Secondary,Mixed,Rocky,High,3,44.88,69.05,1
4508,8,2,122,1,4,25000000,23000000,0.087,165,43,3,1,Provincial,Secondary,Coastal,Rocky,High,0,95.66,92.0,0
5861,17,6,355,6,7,1387000000,1456000000,-0.0474,904,209,14,4,Autoroute,Primary,Flat,Clay,High,0,83.47,100.0,0
1155,7,6,659,5,19,571500000,549500000,0.04,608,241,7,2,National,Primary,Flat,Sandy,High,0,82.79,96.15,0
56,28,9,336,5,7,479000000,489000000,-0.0204,154,63,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,99.47,100.0,0
7906,13,3,812,13,46,90000000,144000000,-0.375,474,225,3,1,Provincial,Secondary,Mixed,Clay,High,2,47.21,100.0,1
6593,8,8,350,4,9,393500000,372500000,0.0564,456,95,14,4,National,Primary,Coastal,Clay,Low,1,88.22,94.66,0
2774,20,8,466,3,21,523500000,530500000,-0.0132,1451,243,7,2,National,Primary,Mountainous,Clay,Low,0,85.12,100.0,0
4181,6,5,297,4,12,152000000,153500000,-0.0098,1330,241,3,1,Provincial,Secondary,Coastal,Clay,Low,0,73.34,100.0,0
2781,8,6,298,4,5,462000000,436500000,0.0584,1405,240,7,2,National,Primary,Flat,Rocky,Moderate,0,80.99,94.48,0
8259,8,9,965,17,61,156500000,103500000,0.5121,555,147,3,1,Provincial,Secondary,Flat,Clay,High,3,33.69,66.13,1
9049,20,6,272,3,5,52000000,85000000,-0.3882,768,177,3,1,Provincial,Secondary,Flat,Sandy,High,3,40.66,100.0,1
8211,7,8,245,3,8,287000000,547000000,-0.4753,258,104,14,4,Autoroute,Primary,Desert,Sandy,Low,2,54.9,100.0,1
8816,21,4,287,3,16,470500000,800500000,-0.4122,487,125,14,4,Autoroute,Primary,Flat,Rocky,Moderate,3,34.62,100.0,1
4123,18,9,575,10,16,88500000,83500000,0.0599,121,33,7,2,National,Primary,Flat,Sandy,Moderate,0,93.35,94.35,0
8982,5,2,142,1,5,20000000,37000000,-0.4595,171,78,3,1,Provincial,Secondary,Desert,Rocky,Low,3,49.34,100.0,1
8639,15,3,463,7,7,180000000,126500000,0.4229,540,188,3,1,Provincial,Secondary,Mountainous,Sandy,High,3,30.41,70.28,1
2725,20,8,613,11,5,361000000,379500000,-0.0487,685,178,7,2,Regional,Secondary,Coastal,Rocky,High,0,88.38,100.0,0
5508,13,5,608,9,34,1034000000,986500000,0.0482,384,153,14,4,Autoroute,Primary,Flat,Rocky,Moderate,0,96.97,95.41,0
9878,9,3,867,16,49,294500000,212500000,0.3859,801,184,7,2,Regional,Secondary,Flat,Clay,Moderate,2,50.4,72.16,1
7331,1,4,83,1,4,32000000,52000000,-0.3846,103,32,7,2,Regional,Secondary,Coastal,Clay,Low,3,49.37,100.0,1
6842,20,9,328,5,18,1889500000,1730500000,0.0919,666,234,14,4,Autoroute,Primary,Desert,Rocky,High,0,89.16,91.59,0
